區鄉,里村,納稅單位,合計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資收入,稿費收入
內湖區,金龍里,1845,1527982,11034,31538,1152885,55260,37018,4673,2434,183243,1043,33448,3218,12188,1552165,7876
內湖區,行善里,2411,2078427,18273,49736,1691662,64179,41984,4788,3555,148475,4386,44747,455,6188,2257359,3362
內湖區,湖濱里,3058,4031594,17654,103599,2703216,167553,194967,9559,6782,703693,14196,64133,1656,44587,3360901,9052
內湖區,東湖里,2722,2027862,22157,58840,1625420,70321,45014,8179,4227,137595,5991,42272,62,7784,2261410,2499
內湖區,樂康里,2789,2213256,18548,61598,1821240,64132,38514,7715,5739,155356,1595,31308,1131,6379,2495720,6234
內湖區,西安里,2449,2403534,20504,50190,1662776,98721,73830,13213,3715,416196,8632,32863,867,22027,2192501,4741
內湖區,西康里,3511,4328331,19788,97257,2877514,187566,143661,17076,6115,853836,20758,92286,1015,11459,3654665,8192
內湖區,港富里,3292,3553831,46721,117041,2489491,146986,129280,10442,5270,483785,13142,80640,1764,29269,3220312,7609
內湖區,港華里,3248,3831401,18303,72181,2644719,148325,119183,12036,4754,724061,5909,64842,3205,13885,3390504,12744
內湖區,港都里,1966,2111668,12530,108759,1464040,88627,128772,7327,3826,241862,4577,46431,961,3956,1894041,4760
內湖區,金瑞里,2341,2079786,15090,43768,1635076,81977,41669,10113,3062,191383,709,50150,2427,4361,2153409,7741
內湖區,湖元里,1994,2026786,21115,52057,1309889,84781,114609,5177,2619,388597,16133,23121,286,8401,1737207,3020
內湖區,安湖里,2713,2584290,18882,71946,1985012,93432,74088,3463,4006,274937,1983,47544,1438,7559,2626982,5741
內湖區,秀湖里,2394,3317539,15427,62883,1980914,135682,189365,12703,2749,825100,16659,66010,588,9458,2481017,4847
內湖區,安泰里,1792,1300580,10613,25150,1093288,42373,16268,3206,2651,83234,2603,19844,4,1345,1516203,1906
內湖區,金湖里,3661,7789300,105264,206319,4995106,257854,263835,32304,5784,1640401,29553,226804,2959,23117,5807137,12930
內湖區,康寧里,3022,3419537,42649,76355,2614527,103790,73032,8938,5276,402071,14418,64116,1660,12703,3352959,8371
內湖區,明湖里,1868,1745689,11783,47998,1409745,56437,41338,6277,3998,127927,1827,22442,613,15304,1866361,3245
內湖區,蘆洲里,375,216357,6179,4535,157842,5579,13157,1103,266,25539,0,2029,63,64,246028,531
內湖區,麗山里,2047,2452258,21769,77391,1582809,95319,88120,9940,3095,510141,580,46478,624,15992,2040304,4347
內湖區,寶湖里,3698,7502211,35785,290737,5135616,234404,274373,38205,6680,1203293,24879,211335,9247,37656,5979179,28678
內湖區,南湖里,2068,3172758,14328,63923,2267940,99346,92206,11336,3357,356780,118256,109875,5321,30088,2750965,14471
內湖區,其　他,198,151302,3562,2979,122249,4573,5461,195,176,9621,0,2458,0,28,161026,112
內湖區,合　計,97549,111619373,898579,3036074,78835641,4077283,3924138,446604,164063,16617636,505125,2453963,66682,593583,100760600,277689
士林區,仁勇里,1254,1327131,20962,30420,690780,47325,112956,7597,1680,394442,2127,14402,721,3721,926921,2410
士林區,福林里,998,2197630,268035,65818,744113,52472,116674,13445,1632,919149,1108,9637,307,5239,939566,2787
士林區,福志里,2808,4290532,12020,68168,1975286,183061,168441,26238,3157,1705080,28172,107694,1802,11412,2522725,9969
士林區,福德里,1503,1663888,14041,41328,964814,87870,116862,40775,2601,363543,1330,22229,559,7936,1259340,4930
士林區,福佳里,2637,2821910,23991,100047,1763519,166745,171569,15117,4179,514580,3522,38471,2207,17964,2287232,8544
士林區,舊佳里,2210,2231551,24157,45144,1396366,112233,117345,4398,1926,448452,17054,41825,992,21660,1829805,6296
士林區,富光里,1695,1084777,24826,26596,844835,37156,25727,2860,1936,93878,4,22282,386,4292,1217006,2002
士林區,後港里,2706,2314351,25394,53059,1627830,102024,77583,7985,3832,380389,2383,31421,421,2029,2204521,4306
士林區,前港里,1490,1337379,13338,34962,968381,54509,64998,1962,2472,157294,12072,21478,311,5602,1292315,2914
士林區,福中里,2168,1907649,30231,40130,1358288,76338,73634,7233,2767,269701,3523,38675,195,6935,1848893,2639
士林區,葫蘆里,2304,1678180,20556,33191,1340108,63594,39510,4820,3279,139766,503,25723,2115,5014,1861791,7670
士林區,福順里,1663,1155704,15636,30035,859920,51448,40357,3311,1872,123722,0,25234,395,3774,1219667,2023
士林區,葫東里,1317,978416,10954,25170,725535,40395,49723,5770,2945,101128,745,16861,0,0,1016178,1149
士林區,社新里,2607,1684761,28479,55680,1312904,62371,41178,1726,2647,140151,0,34763,232,4629,1893610,2128
士林區,社子里,1918,1379498,15147,24780,1052831,60293,35655,2371,3116,163531,0,18445,842,2489,1484928,3288
士林區,永倫里,2214,1439866,15670,29711,1119768,53432,45702,4815,3010,136169,866,21585,224,8915,1613651,1843
士林區,翠山里,949,986152,10278,34817,598375,48308,36091,3650,1093,236229,166,14792,1297,1055,783353,5939
士林區,福安里,1278,749333,15915,14830,564523,26762,32810,3748,1365,72199,0,12486,310,4385,845293,1138
士林區,富洲里,1758,1096150,17958,31023,819678,33927,41389,3595,3028,132457,0,11224,228,1643,1219498,1329
士林區,承德里,1953,1898520,16694,48609,1245949,101873,87347,8048,2497,344970,5547,24760,1624,10603,1645687,6704
士林區,蘭雅里,3097,3854486,26215,104753,2592447,168274,205830,10457,4350,634208,30679,50295,2381,24598,3224267,11786
士林區,德行里,1628,1862611,7018,38645,1064542,87537,146734,9745,2155,471809,2155,23923,839,7508,1383694,3841
士林區,忠誠里,1982,2807249,18022,75192,1552219,148274,154766,10081,3226,771891,27446,35687,1188,9257,1929841,5209
士林區,三玉里,2055,2788618,22007,100615,1582326,127886,161291,14803,2691,689183,19040,60405,265,8106,1985315,3963
士林區,芝山里,2731,4612638,50769,122310,2026544,158791,166410,7862,3343,2007177,2647,46488,2041,18257,2577320,10824
士林區,岩山里,1160,1325449,8025,61757,806586,60557,64923,5467,1337,271844,2088,19321,849,22696,1038561,4125
士林區,義信里,1090,1214802,22159,43977,707819,64231,99624,9991,1174,225969,1621,34916,610,2711,912887,2660
士林區,永福里,409,1747470,15355,23861,879938,27945,67066,3130,287,691542,1056,37016,207,68,959288,1774
士林區,新安里,638,3247832,356012,25778,419552,46509,73039,11415,791,2305629,1277,4140,945,2746,533962,1945
士林區,公館里,382,576588,2990,26400,242115,22064,37962,1334,207,237213,40,3884,614,1764,319616,3368
士林區,陽明里,974,1900886,111160,22632,813938,60073,127453,14613,1982,719563,2579,17586,1864,7440,991873,5304
士林區,菁山里,440,974113,4550,6698,393663,24254,23671,2876,419,513749,0,2911,0,1322,485188,77
士林區,平等里,403,483668,6125,8699,368244,13442,15178,2578,392,65009,4,3418,164,414,455130,874
士林區,溪山里,377,313386,3671,7109,172519,15257,20613,19215,608,67289,0,5478,218,1410,251890,581
士林區,百齡里,2277,1690990,22229,36870,1303778,69998,50368,3780,3001,161548,2517,31432,1367,4101,1813319,4574
士林區,天玉里,3067,4763421,35450,137696,2601221,189905,258784,25114,4786,1378620,25788,84922,1533,19602,3191131,11745
士林區,天福里,2216,2518271,21883,50929,1599592,102623,122075,16297,3047,517829,14970,57657,1425,9945,2059307,6556
士林區,天祿里,1898,2178598,25510,51583,1386683,99137,174314,9365,3119,383253,721,34584,1022,9308,1756707,5221
士林區,天壽里,1847,3195332,36425,82714,1739403,133975,160713,16617,2281,949719,23184,38113,1107,11081,2113864,6746
士林區,東山里,1712,2764616,43279,51481,1353538,94182,99866,8527,2357,1050439,35014,19365,622,5945,1706680,3995
士林區,福華里,1784,1265742,18995,46788,977616,51252,27208,3964,1961,111751,167,17379,419,8242,1369929,2344
士林區,聖山里,1780,2275148,16845,70339,1514644,123894,74091,12020,2743,388223,14187,39915,201,18046,1882247,3842
士林區,天和里,2719,3719228,31424,125456,2105378,156652,187344,15536,3151,1010388,11067,55393,2183,15257,2656898,10930
士林區,明勝里,1702,1442833,12182,40086,1025685,64326,35204,3422,2117,224040,2703,25814,537,6716,1373650,2910
士林區,社園里,2138,1335333,29864,20575,1062010,54708,29821,1936,2894,108318,25,21367,144,3672,1545451,1580
士林區,蘭興里,2258,2682966,20443,72087,1636965,124875,137027,9381,3068,608801,10717,46991,1497,11114,2095660,6594
士林區,天母里,2431,5856387,28532,97812,2157147,242454,278184,47330,3975,2883918,6077,84129,1801,25027,2616927,9026
士林區,名山里,2521,2896233,16567,62962,1813036,148351,145045,5909,3783,619376,15421,54891,945,9946,2319280,7145
士林區,德華里,1951,1815094,15325,31945,1178419,92919,55205,4949,2699,383680,12033,30178,1172,6570,1585247,6163
士林區,天山里,2484,2990034,22041,75582,1879337,145510,162952,16920,2583,623509,3689,48216,574,9122,2347856,7912
士林區,臨溪里,1087,2465608,57652,81931,1004807,95723,174625,114347,811,902270,342,24153,904,8042,1218641,3803
士林區,其　他,226,255428,1378,1681,174255,6006,8758,837,135,54658,0,7595,125,0,213648,462
士林區,合　計,90894,108044437,1734385,2640460,62109768,4483720,5041698,609282,122504,28869250,348372,1621547,44931,418520,80827256,237889
北投區,湖山里,480,550884,6423,14468,278281,16099,49254,1002,366,170552,0,14350,218,0,373735,1900
北投區,永欣里,3037,6055132,-31996,181734,3999077,201007,188057,26869,4485,1332260,23550,65188,4501,60399,4650184,31589
北投區,泉源里,672,506820,4432,9412,333726,20414,19341,982,734,100664,22,17091,0,0,468909,644
北投區,一德里,2409,2113944,28381,56354,1528787,72484,92874,9090,2770,259468,28038,35363,399,0,2065618,3194
北投區,關渡里,3638,3246368,94107,76932,2310510,122908,89704,10933,7691,434570,7719,90957,428,0,3120966,6009
北投區,桃源里,2048,1605706,14208,27907,1278288,64732,36898,7215,2978,133191,338,39529,447,0,1744022,3410
北投區,文化里,1397,1276383,8350,28806,1017503,67163,19665,4153,3398,104471,1077,21783,151,0,1339133,2909
北投區,永和里,3218,4303709,34946,108301,2646950,148725,193803,22235,4690,999013,28649,113831,2906,0,3306995,13702
北投區,立農里,2988,2784970,25062,92585,2148053,100931,55358,6212,4541,302922,5933,42863,589,0,2837065,4478
北投區,清江里,2733,2203932,26695,63311,1607285,90292,84587,9836,3224,272180,8646,37306,612,0,2179726,4341
北投區,八仙里,1851,1696924,29364,42556,1220813,73207,66390,7923,4080,213446,4735,33617,1043,0,1618056,6010
北投區,洲美里,702,443108,6382,14592,330951,18647,29623,3469,1085,32274,0,5743,358,0,492481,1793
北投區,中和里,1634,1449523,18611,29633,1031335,74600,52805,6839,1790,153730,952,72748,1954,4525,1369531,6955
北投區,開明里,2212,2158021,18955,59552,1426038,102549,83683,5090,3173,401842,17130,38767,1158,83,1883099,5712
北投區,長安里,2087,1824193,15395,67824,1293320,74573,81043,6418,2288,234485,5584,42565,610,88,1706692,3738
北投區,大同里,1935,1845868,14216,44753,1302435,86849,66268,7286,2226,257543,14922,47343,1079,948,1705782,4484
北投區,福興里,2298,2192908,11994,57807,1658979,93999,72497,7026,3762,232216,6573,47616,451,0,2175615,3446
北投區,石牌里,1776,1600740,13578,49476,1188045,63174,45713,7948,2880,206977,5444,16449,1201,0,1567151,5343
北投區,奇岩里,3848,4689032,37508,153665,3029491,185562,220491,32670,5725,934743,15845,67990,5022,319,3852118,16667
北投區,稻香里,1705,1298588,12719,30404,1010823,62610,24358,2258,2585,119324,2816,29966,927,0,1381612,4279
北投區,中央里,2804,2628088,24006,76685,1852763,113434,116277,12253,3425,385163,1293,42286,191,314,2436959,4639
北投區,溫泉里,2281,1921486,21668,37902,1294517,88324,78046,13999,2390,355261,1471,27703,250,0,1748957,3252
北投區,立賢里,1826,1594684,16498,29650,1248655,69487,45843,6050,3111,134505,2123,28257,805,9699,1661955,3488
北投區,中心里,2227,2188252,12694,73095,1319746,83195,87302,8606,2539,556477,1843,36273,1114,5369,1779412,6552
北投區,智仁里,1923,1382149,24767,42722,1069733,60758,24530,2984,3484,124753,786,26890,647,96,1490498,4308
北投區,吉利里,2232,2061881,14654,44874,1620174,81690,44328,4042,2801,209224,4002,35669,423,0,2142271,4311
北投區,尊賢里,1532,1345912,14078,21922,1061452,51251,35634,2810,1880,129161,1068,23840,523,2293,1409436,2933
北投區,東華里,1496,1451949,12477,24838,1136083,57457,49316,3961,2971,132110,3295,27706,1797,0,1464547,8432
北投區,吉慶里,1709,1648946,8186,56436,1213155,68932,58094,6784,2975,199675,1367,33051,295,0,1592548,2948
北投區,中庸里,1338,942586,10890,22944,728941,44261,32256,5018,1419,79240,839,16731,46,0,1012492,1055
北投區,秀山里,978,625923,5248,18038,481039,37690,15167,1864,866,54318,0,11693,0,0,679658,452
北投區,建民里,1525,1674255,13605,52517,1074090,83224,82282,12890,2307,318135,1737,25230,3389,4847,1384554,9002
北投區,榮光里,2317,1976589,12959,55531,1519585,80694,49873,4873,3043,199179,9,50767,212,0,2038632,3147
北投區,裕民里,2791,3248797,20043,153503,2169831,134840,182063,12974,4718,487093,8161,72237,928,2407,2751620,8346
北投區,振華里,2567,2541501,20364,59230,1829659,135165,140668,7901,3913,305197,3382,32686,1020,2317,2364160,7413
北投區,榮華里,2702,4020018,24021,102740,2656336,154660,153732,15843,4189,834848,24929,46081,1831,808,3215700,10946
北投區,豐年里,1403,995362,18158,23520,776021,34969,19816,1902,1702,99929,44,18906,432,0,1091699,1635
北投區,林泉里,975,918249,11645,26599,528776,33957,26409,2090,1180,276353,441,9655,1041,103,733304,3342
北投區,永明里,1614,1734909,20099,45721,1228330,75391,82262,3526,2184,250674,2059,23050,1114,500,1583064,5622
北投區,文林里,1503,1676192,15614,23283,1113124,78266,80359,6776,1379,324744,0,32278,860,0,1422521,4324
北投區,大屯里,359,437513,2078,7838,193429,15362,28716,863,693,179318,951,7605,665,0,264676,1741
北投區,湖田里,223,212315,2935,1833,93418,22988,37214,3161,106,48102,0,2559,0,0,138255,90
北投區,其　他,57,70039,447,1417,56589,2413,1887,919,40,2744,0,3385,200,0,67547,718
北投區,合　計,81050,81144350,716462,2212911,56906136,3348931,3044485,327544,117786,12582074,237772,1515603,41838,92807,74312951,229302
信義區,松友里,2191,2038240,10736,49392,1514528,101648,45860,8734,2825,255026,1339,45463,541,2148,1997279,5281
信義區,六藝里,1192,949461,7366,42994,707148,40657,31200,3781,2430,93067,277,19547,597,397,967552,2804
信義區,中興里,1284,1513999,4775,53191,966268,74824,138154,9700,2619,218039,7780,38850,1189,0,1204790,4265
信義區,永吉里,1007,1042466,12683,11760,575446,32893,47106,3204,1779,343552,391,12589,37,1028,780221,1016
信義區,敦厚里,1891,1949440,13257,54662,1367595,94767,77676,13097,2112,280802,35,41750,426,3262,1745208,3818
信義區,大道里,2110,1909860,26044,45509,1345222,103530,80994,5971,3372,256843,5626,32965,662,3123,1778198,3660
信義區,安康里,3819,12452700,67915,274527,4438216,419818,574798,133681,5011,6121104,59909,247294,1363,109064,5206691,10393
信義區,嘉興里,1089,1005898,7351,21890,694925,42840,43182,2688,1300,167343,401,19617,696,3664,911534,3862
信義區,五全里,1698,1515156,11830,72259,1066264,77278,49740,5959,1908,199205,620,26714,495,2885,1412831,2505
信義區,新仁里,1210,1705815,7281,47442,949727,82852,78014,5486,1934,495305,14862,18830,1297,2784,1186573,4922
信義區,正和里,1633,2011693,16142,67319,1322181,112037,106266,9741,2084,306810,14798,50376,2022,1919,1627596,6485
信義區,惠安里,2218,1814114,10881,30120,1444948,80799,35026,5822,4871,162544,2904,33568,340,2291,1923058,3832
信義區,三犁里,1881,3394385,42834,168718,1660413,131788,216904,33385,2143,945472,3583,177631,3614,7901,2028258,8389
信義區,六合里,2382,3414426,38214,68127,2008280,165566,201157,8070,3938,845240,13154,56980,2403,3298,2490751,9812
信義區,泰和里,2543,2221302,16579,83915,1621216,81322,57368,9902,5134,288922,1156,50605,799,4385,2177486,5432
信義區,西村里,1628,1547850,6762,31968,1181930,91735,25135,9939,2262,161204,6624,25730,1326,3236,1511310,5234
信義區,興隆里,918,5031543,222385,111606,918325,71752,120370,22713,980,3510598,10328,29107,483,12897,1076143,2782
信義區,景新里,1801,3712460,12119,124193,1595227,149493,153791,14802,3367,1528161,47958,76400,599,6351,1939205,4648
信義區,景聯里,1685,1558958,15142,33827,1124778,80709,77540,3426,1733,176608,10004,31773,920,2496,1453004,4964
信義區,景勤里,1225,1048306,6841,21248,816957,56551,33611,4160,1953,83560,5185,17016,300,925,1070831,2582
信義區,黎順里,1406,1407114,10237,60283,1031833,64385,44975,6420,2065,147779,2331,27931,195,8680,1319224,3504
信義區,黎平里,2478,2177618,18677,48160,1647386,119025,77904,5760,3565,220879,1368,28083,857,5955,2156554,6534
信義區,黎忠里,1585,1280025,12919,38125,961570,59503,36818,4976,2995,135829,1010,21661,262,4356,1299691,2788
信義區,松隆里,672,438247,3623,10756,343214,18398,11656,1000,818,40999,27,7340,42,374,482279,1169
信義區,中坡里,1496,1246329,11535,38723,854826,56150,31675,2433,1777,214271,10726,23133,426,653,1165968,2819
信義區,永春里,1630,1397702,8270,36952,1065817,60767,46853,4091,2174,133177,1027,34899,775,2901,1416625,4037
信義區,富臺里,1520,1686564,8296,62004,1272163,68953,54090,10319,3048,166205,5381,30889,2085,3132,1594788,8994
信義區,長春里,1357,978483,13459,31104,754186,39121,31116,2003,1479,78616,2417,23293,184,1506,1044117,1906
信義區,五常里,1238,1173977,10064,26043,843097,52631,42371,4436,1651,159543,4099,27762,667,1612,1099474,2763
信義區,四維里,1817,1697189,13809,76508,1193337,85523,46732,9003,2733,229469,3469,34577,611,1418,1559224,3872
信義區,雅祥里,1710,1812377,14004,61965,1313187,70884,64880,9597,2717,228643,8332,31980,680,5508,1674459,3453
信義區,興雅里,2007,2024017,19716,57728,1312709,103876,138899,7931,2615,329555,12753,30020,762,7453,1702311,5266
信義區,廣居里,2706,2977809,17957,112578,2169372,144511,116785,7831,5152,332892,5201,56665,1741,7124,2718841,8637
信義區,中行里,2525,1908937,20553,57602,1431018,87238,58013,4323,3507,202909,2816,34388,938,5631,1969234,5105
信義區,四育里,1880,1533131,13190,47454,1072207,79747,79451,4497,3717,164156,2850,63554,1057,1251,1462145,3824
信義區,國業里,2533,2721790,17931,69179,1934465,143347,100973,11552,5007,366523,5257,60496,1299,5761,2464797,6857
信義區,松光里,1702,1568798,8042,29405,1073150,88089,100174,4518,1820,205081,3791,48589,1108,5032,1415376,4588
信義區,大仁里,1251,896743,8058,25087,695886,41339,18265,2122,2083,91322,511,10725,453,892,960946,2189
信義區,雙和里,2445,2191538,13008,90493,1686876,97146,56299,4918,3193,181756,1542,50577,1762,3967,2205584,7471
信義區,黎安里,440,320377,2825,11391,241428,10822,3871,661,898,35177,1241,11947,117,0,334288,1023
信義區,三張里,3104,3971858,25515,83497,2270053,176788,169057,20940,4168,1045837,9044,144806,1017,21136,2900903,7445
信義區,其　他,205,424283,661,1474,365354,5963,3309,1722,204,19435,1202,2983,24,21953,402056,511
信義區,合　計,73112,87672978,829487,2491175,52852729,3767065,3528058,445314,111139,21169458,293327,1859101,37170,288955,67837402,191439
其　他,其　他,149,181769,7812,6174,95575,4739,30515,4420,140,13035,0,1676,0,17683,123407,157
其　他,合　計,149,181769,7812,6174,95575,4739,30515,4420,140,13035,0,1676,0,17683,123407,157
